customer_id,age,balance,risk_profile,marketing_channel,offer_amount,previous_investments,responded_before,membership_tier,accepted
1308,88,391882.43,high,email,99187,0,1,gold,0
1309,36,175405.12,low,email,64560,0,0,standard,1
1310,22,411506.12,high,sms,60842,0,1,platinum,1
1311,62,400919.6,medium,email,76665,0,0,standard,1
1312,18,287640.31,medium,phone,21217,0,0,gold,1
1313,62,7297.48,high,in_branch,12609,1,1,platinum,1
1314,63,409763.13,medium,in_branch,99229,0,0,gold,0
1315,71,385246.95,low,sms,54683,1,0,standard,0
1316,57,89623.37,high,sms,35076,1,1,platinum,1
1317,82,315270.03,low,phone,60405,0,1,platinum,1
1318,81,177100.8,medium,email,98950,0,1,platinum,0
1319,80,160259.95,high,email,52728,1,1,standard,1
1320,69,146449.97,high,in_branch,99974,0,0,gold,1
1321,60,295902.39,high,phone,82971,0,0,platinum,0
1322,69,284045.27,low,in_branch,64827,0,1,platinum,1
1323,78,363226.59,medium,phone,66883,1,1,platinum,1
1324,74,212112.44,medium,in_branch,41064,0,1,gold,1
1325,35,245463.86,medium,email,66851,1,1,gold,0
1326,66,91973.01,low,in_branch,52213,1,0,gold,1
1327,30,244352.8,medium,phone,54029,1,0,gold,1
1328,36,81950.05,low,email,67524,1,0,standard,1
1329,58,34229.96,low,in_branch,93305,1,1,gold,1
1330,29,393692.14,high,phone,63764,1,0,standard,1
1331,81,352333.79,low,phone,30261,1,1,platinum,1
1332,47,415510.61,high,email,63226,0,1,gold,0
1333,54,7091.75,low,email,26709,1,0,platinum,1
1334,75,461936.72,high,phone,11814,1,0,gold,1
1335,41,257439.75,medium,in_branch,89906,1,0,standard,0
1336,83,366781.4,low,phone,23891,1,1,platinum,1
1337,61,225298.48,low,sms,51059,0,0,standard,1
1338,22,460538.51,low,in_branch,72658,0,1,platinum,1
1339,34,104644.13,medium,email,94852,0,1,platinum,0
1340,39,285762.89,medium,sms,54845,0,1,standard,0
1341,79,492389.7,low,sms,93725,1,1,standard,0
1342,75,331569.83,low,sms,18022,0,0,standard,1
1343,29,99034.63,high,sms,64612,1,0,gold,0
1344,78,387378.55,low,email,40351,0,0,platinum,1
1345,53,299046.72,low,sms,61760,1,0,standard,1
1346,72,290422.25,medium,email,86491,1,0,platinum,1
1347,21,407700.32,high,in_branch,32468,0,0,standard,0
1348,20,274716.66,medium,sms,61725,0,1,gold,1
1349,50,436713.32,medium,email,64493,0,0,standard,1
1350,41,79126.12,high,email,21445,0,1,platinum,1
1351,74,93855.22,low,email,97605,1,0,gold,1
1352,23,130294.04,medium,sms,93918,0,1,gold,0
1353,33,472742.18,high,in_branch,65117,0,1,platinum,1
1354,29,18299.16,low,sms,17059,0,0,gold,1
1355,48,10678.68,low,sms,10147,1,0,gold,1
1356,67,272275.19,high,phone,9349,1,0,standard,1
1357,66,284970.94,high,sms,17755,0,1,standard,1
1358,80,402195.47,medium,sms,79078,1,1,gold,0
1359,36,422391.74,low,phone,45993,0,0,standard,1
1360,89,168261.9,medium,in_branch,46110,1,1,standard,0
1361,33,21006.39,low,sms,26586,0,0,platinum,1
1362,41,447749.69,high,phone,64045,1,0,standard,0
1363,26,126320.72,medium,phone,32722,0,1,platinum,1
1364,50,459094.88,medium,email,64855,0,1,platinum,1
1365,41,444005.67,low,in_branch,68104,1,1,platinum,1
1366,59,174197.65,high,in_branch,49070,0,0,gold,0
1367,28,284670.1,low,sms,62542,0,0,standard,1
1368,85,327614.18,low,phone,13188,0,0,platinum,1
1369,54,113495.94,medium,email,13020,1,1,platinum,1
1370,38,311856.88,low,phone,88810,0,1,gold,1
1371,85,448120.57,low,email,62356,0,1,standard,1
1372,67,437923.29,high,email,88010,0,0,standard,1
1373,42,436234.74,low,email,62628,0,0,standard,0
1374,73,466789.38,medium,sms,32342,0,1,gold,1
1375,27,364358.84,medium,sms,63528,0,0,platinum,0
1376,88,351568.46,high,phone,38411,0,0,platinum,0
1377,25,365355.47,high,sms,24485,0,1,gold,0
1378,53,480249.78,high,in_branch,98589,1,1,platinum,1
1379,46,53799.82,high,sms,10330,1,1,gold,1
1380,33,362305.28,high,phone,91317,1,0,standard,0
1381,57,196992.79,low,in_branch,17813,0,1,standard,1
1382,46,414767.42,medium,phone,93846,0,0,standard,0
1383,72,306089.52,high,in_branch,23113,0,1,gold,1
1384,26,137869.23,low,email,81816,1,1,gold,0
1385,35,179247.32,high,phone,61355,1,1,platinum,1
1386,58,492190.81,low,sms,27629,0,1,platinum,1
1387,73,232948.44,medium,email,36500,1,0,standard,1
1388,54,240190.8,high,email,47043,1,0,platinum,0
1389,40,427952.98,high,phone,72603,1,0,platinum,0
1390,32,499922.13,medium,in_branch,64453,1,1,gold,1
1391,50,220711.65,medium,email,29970,1,1,gold,1
1392,70,188873.7,low,email,22034,1,0,platinum,1
1393,81,430022.91,low,sms,96081,1,0,gold,0
1394,58,429309.5,high,sms,24762,0,0,platinum,1
1395,79,335935.19,low,email,93091,1,1,platinum,1
1396,86,155095.58,medium,in_branch,45927,1,0,standard,1
1397,24,158793.85,medium,in_branch,30248,1,0,gold,1
1398,73,116778.85,high,phone,35370,0,0,gold,1
1399,84,14520.1,low,sms,93027,0,0,platinum,1
1400,77,153917.92,medium,phone,80510,0,0,standard,0
1401,71,218748.99,medium,phone,36617,0,0,platinum,0
1402,52,141313.04,medium,phone,69092,1,1,platinum,1
1403,33,240116.39,high,sms,53650,0,1,platinum,1
1404,37,305081.0,high,email,39637,1,1,gold,1
1405,47,482154.91,medium,phone,83899,1,0,gold,0
1406,71,164281.51,low,phone,97008,1,0,gold,0
1407,74,29804.11,medium,sms,96549,0,1,standard,0
1408,35,49577.63,high,in_branch,25481,0,0,platinum,1
1409,40,260654.04,high,sms,87437,0,1,gold,0
1410,19,2450.17,low,phone,54582,1,1,standard,1
1411,19,369032.86,medium,sms,73177,1,0,gold,1
1412,41,325286.66,low,email,8044,0,0,standard,1
1413,71,374677.59,high,sms,99281,1,1,platinum,0
1414,52,324294.4,medium,phone,91063,0,0,gold,0
1415,82,59507.57,low,sms,33573,0,0,platinum,1
1416,56,457014.01,medium,email,30146,0,0,gold,1
1417,78,4934.2,medium,sms,61641,0,1,gold,0
1418,30,261317.27,low,phone,45370,1,1,gold,1
1419,86,158258.53,high,sms,89336,1,1,standard,0
1420,26,381434.6,low,email,76882,0,1,platinum,0
1421,81,374766.48,high,phone,21665,1,0,platinum,1
1422,30,447801.41,medium,sms,52438,0,0,platinum,1
1423,57,456949.11,low,email,68508,1,1,standard,1
1424,70,242801.87,high,phone,62675,0,1,platinum,1
1425,34,352983.7,medium,sms,17487,0,1,standard,1
1426,20,116942.04,high,sms,68541,1,1,standard,0
1427,28,475892.34,high,phone,68352,0,0,gold,1
1428,72,128643.38,high,in_branch,58859,1,0,standard,1
1429,76,248733.22,high,phone,29914,0,0,standard,1
1430,88,85997.38,low,phone,94456,1,1,platinum,0
1431,42,452384.74,high,phone,61037,0,0,platinum,0
1432,23,240333.63,low,phone,91997,0,0,standard,0
1433,43,470240.23,high,email,16217,0,0,standard,1
1434,20,51834.85,medium,in_branch,55374,1,1,standard,1
1435,38,149271.8,high,phone,77665,0,1,platinum,0
1436,69,497219.67,high,in_branch,54918,1,1,platinum,1
1437,53,657.2,high,sms,99907,0,0,platinum,0
1438,86,68662.63,high,email,7259,1,1,platinum,1
1439,33,58551.87,low,email,40311,0,0,standard,1
1440,40,89900.49,medium,in_branch,48546,1,0,platinum,1
1441,76,167253.34,high,email,12508,1,1,gold,1
1442,20,229522.27,high,sms,87456,0,1,standard,1
1443,68,318166.05,low,email,35499,0,0,platinum,1
1444,69,197756.29,medium,email,63854,1,0,platinum,1
1445,24,87863.03,low,sms,50925,0,1,standard,1
1446,20,299891.01,medium,sms,88026,0,0,standard,0
1447,54,265601.73,medium,phone,28413,1,1,gold,1
1448,22,155400.67,low,in_branch,49859,0,1,standard,1
1449,35,434098.81,high,sms,43091,1,0,gold,0
1450,36,60574.43,medium,phone,8267,0,0,gold,1
1451,20,84806.39,low,email,62880,1,1,gold,1
1452,33,324797.5,low,sms,16593,1,1,standard,1
1453,75,254425.33,low,sms,31381,0,0,gold,1
1454,31,362993.33,low,phone,33095,0,1,standard,1
1455,66,140707.07,low,phone,91056,0,1,platinum,1
1456,66,148546.25,high,in_branch,12700,0,0,standard,1
1457,32,116190.8,high,sms,29302,0,0,gold,1
1458,60,55017.36,low,in_branch,61555,1,0,gold,1
1459,58,236025.52,high,sms,17919,0,1,platinum,1
1460,48,44634.85,high,email,20569,0,1,standard,1
1461,23,280012.77,low,sms,19345,0,1,gold,1
1462,29,479157.74,medium,phone,72454,0,0,standard,1
1463,26,175875.51,low,sms,46988,0,1,gold,0
1464,28,2465.32,medium,in_branch,22959,1,0,standard,1
1465,78,120310.54,high,email,45774,0,1,standard,0
1466,78,284179.41,low,sms,79515,1,0,platinum,1
1467,60,128965.55,high,sms,74098,0,0,gold,1
1468,34,129064.96,high,email,17135,0,0,gold,1
1469,27,35776.94,low,in_branch,55184,0,1,standard,1
1470,29,426968.07,low,sms,7214,1,0,platinum,1
1471,33,381265.41,high,email,69645,1,1,gold,0
1472,46,414771.43,medium,email,48187,1,0,platinum,1
1473,46,226351.15,low,in_branch,29841,1,1,gold,1
1474,81,321715.15,high,phone,75684,0,1,platinum,0
1475,86,90433.13,high,phone,13152,1,1,standard,0
1476,29,35469.32,medium,in_branch,14286,0,1,platinum,1
1477,73,120472.49,low,phone,46635,1,0,gold,1
1478,20,89745.45,high,phone,52633,0,0,platinum,1
1479,77,310973.14,high,in_branch,37820,1,0,gold,1
1480,39,440371.8,high,sms,14768,0,1,standard,1
1481,34,130315.62,low,in_branch,15081,0,1,platinum,1
1482,48,269370.57,low,in_branch,36935,1,0,standard,1
1483,19,331577.35,medium,email,61479,0,0,standard,0
1484,40,55015.0,high,email,65935,0,1,platinum,0
1485,72,222619.6,medium,phone,26882,1,0,standard,0
1486,44,289326.77,medium,email,43775,0,1,platinum,1
1487,68,418436.2,low,phone,26813,1,1,standard,1
1488,60,491924.95,high,phone,75178,0,0,standard,1
1489,79,420222.46,high,in_branch,80419,0,1,gold,0
1490,58,189495.38,low,email,77550,0,1,platinum,1
1491,42,431378.18,medium,phone,20241,0,0,platinum,1
1492,28,352813.44,high,sms,46868,1,0,platinum,1
1493,74,370539.16,medium,in_branch,58884,1,1,platinum,1
1494,64,447224.1,medium,in_branch,84953,0,1,standard,1
1495,29,142948.24,high,in_branch,21449,0,0,standard,1
1496,73,307870.15,medium,sms,9566,1,0,standard,1
1497,69,192141.11,low,sms,89111,1,0,standard,0
1498,20,427446.32,low,phone,79259,1,1,gold,0
1499,83,271238.15,high,phone,52572,1,0,standard,1
1500,73,139165.96,medium,phone,31350,1,1,standard,1
1501,32,455393.15,medium,sms,18064,1,1,gold,1
1502,51,17077.28,low,email,63249,0,1,gold,0
1503,21,474451.48,medium,email,17470,1,1,standard,1
1504,81,11790.84,medium,phone,29412,0,1,gold,1
1505,21,382121.59,medium,phone,78470,0,1,standard,0
1506,81,347559.5,low,in_branch,16689,0,0,standard,1
1507,21,29873.9,medium,sms,80828,1,1,platinum,1
1508,73,454204.0,low,phone,61557,1,1,standard,1
1509,22,247659.29,medium,phone,87581,1,1,gold,1
1510,37,446603.72,medium,email,63574,1,1,gold,1
1511,79,477432.56,high,sms,45473,1,0,standard,0
1512,34,430507.8,low,sms,71384,1,1,platinum,1
1513,64,441785.23,high,email,94842,1,1,platinum,1
1514,29,297487.33,low,sms,11294,1,0,gold,1
1515,58,109126.47,medium,in_branch,53424,0,0,platinum,1
1516,45,118345.85,medium,sms,69082,1,1,gold,1
1517,45,207914.71,low,in_branch,67070,0,1,standard,1
1518,49,244399.0,medium,phone,33576,1,1,gold,1
1519,45,131596.43,medium,sms,74365,0,1,gold,0
1520,24,178471.11,high,in_branch,55447,0,1,standard,1
1521,35,10036.84,medium,email,55667,1,0,gold,0
1522,18,206119.94,medium,email,70807,1,0,platinum,1
1523,50,395107.32,high,in_branch,46684,1,1,standard,1
1524,44,401718.05,low,sms,88838,0,1,gold,1
1525,85,259055.96,medium,in_branch,64327,1,1,gold,1
1526,53,215704.46,low,email,62090,1,1,gold,1
1527,39,158352.08,medium,phone,21363,1,0,platinum,1
1528,22,288891.29,medium,in_branch,89637,1,1,gold,0
1529,26,10542.13,high,email,68013,0,0,platinum,1
1530,18,395654.63,high,phone,85164,1,1,gold,0
1531,18,162090.36,high,sms,53095,1,1,platinum,1
1532,73,207508.37,high,sms,59682,0,1,standard,0
1533,33,34926.93,low,sms,12260,1,0,platinum,1
1534,39,50941.64,medium,in_branch,61806,0,0,standard,1
1535,60,186786.48,medium,phone,72548,0,1,platinum,1
1536,80,193828.02,high,email,13750,0,0,standard,1
1537,80,460214.78,low,email,88455,1,1,standard,1
1538,30,259535.36,high,in_branch,95811,0,0,standard,0
1539,52,126733.79,medium,sms,19562,0,1,standard,1
1540,48,315018.07,low,phone,23465,1,0,platinum,1
1541,76,118087.37,high,sms,14226,0,0,platinum,1
1542,88,484426.86,low,email,17466,0,1,gold,1
1543,40,246217.46,medium,phone,17078,1,1,gold,1
1544,54,410458.16,high,in_branch,56330,0,1,standard,1
1545,43,173475.17,high,email,41599,1,1,platinum,1
1546,51,497572.31,low,sms,30553,1,1,gold,1
1547,25,156214.43,low,in_branch,46650,0,1,standard,1
1548,30,498839.2,medium,sms,9034,1,0,standard,1
1549,29,53546.62,high,email,29354,1,0,platinum,1
1550,53,495195.81,low,in_branch,57746,1,1,gold,1
1551,55,180776.05,low,phone,12893,0,1,gold,1
1552,21,415316.21,high,phone,25199,1,0,platinum,1
1553,50,233906.12,low,sms,22513,1,0,standard,1
1554,50,89359.5,low,email,56879,1,1,standard,1
1555,64,305614.41,medium,in_branch,73153,0,0,standard,0
1556,88,383310.47,low,phone,59985,0,1,platinum,1
1557,52,268510.6,medium,in_branch,46620,1,1,standard,1
1558,62,325920.33,low,phone,98518,0,0,platinum,0
1559,73,283245.76,low,email,99139,0,0,platinum,1
1560,70,263694.03,low,phone,14880,1,0,gold,1
1561,18,213492.35,medium,email,77972,0,1,standard,1
1562,46,202471.49,low,in_branch,95277,1,1,gold,1
1563,41,337426.35,low,in_branch,75203,0,0,platinum,1
1564,37,361397.71,low,in_branch,51192,0,1,standard,1
1565,44,372094.99,high,in_branch,33000,1,1,platinum,1
1566,22,160904.81,high,phone,98944,1,1,platinum,1
1567,21,377035.37,high,email,11441,1,0,platinum,1
1568,49,196947.94,medium,sms,85401,1,0,gold,1
1569,59,284706.42,high,sms,34343,0,0,platinum,1
1570,60,145819.83,low,email,28089,1,1,standard,1
1571,76,488970.16,high,email,10156,0,0,standard,1
1572,21,286676.99,high,in_branch,75941,0,0,standard,0
1573,53,330142.27,low,phone,26823,0,1,gold,1
1574,62,62841.44,medium,sms,11582,1,0,standard,1
1575,31,289720.36,high,in_branch,6232,1,1,gold,1
1576,64,190700.46,low,email,99929,1,1,platinum,0
1577,83,157303.01,low,phone,6109,1,1,standard,1
1578,55,146705.87,high,in_branch,93745,1,1,platinum,1
1579,37,324575.15,medium,sms,37968,0,0,gold,0
1580,39,195494.96,medium,sms,50851,0,0,platinum,1
1581,59,456904.23,high,in_branch,65125,0,1,standard,0
1582,79,121914.32,medium,sms,66629,0,1,platinum,1
1583,67,117876.45,medium,email,60486,1,1,standard,1
1584,67,86995.85,high,email,13397,1,1,platinum,1
1585,73,51542.32,high,in_branch,39430,0,1,platinum,1
1586,22,311509.88,low,phone,42782,0,0,standard,1
1587,47,7801.72,medium,in_branch,39859,1,1,standard,1
1588,60,288996.35,high,sms,9096,0,1,platinum,1
1589,67,38174.22,medium,email,72102,1,0,platinum,1
1590,62,101713.2,high,sms,45164,1,0,platinum,1
1591,63,473842.0,medium,phone,81146,1,0,gold,0
1592,18,219582.62,medium,sms,9974,0,0,gold,1
1593,27,481677.88,medium,sms,68662,0,0,gold,1
1594,62,151858.21,high,sms,10224,0,1,platinum,1
1595,47,478738.31,medium,sms,39462,1,0,gold,0
1596,34,56644.53,low,sms,46808,1,1,standard,1
1597,46,198332.36,high,phone,43589,1,1,standard,0
1598,70,335793.33,low,in_branch,7920,0,0,platinum,1
1599,72,390108.6,low,phone,76129,1,1,platinum,0
1600,32,63071.11,low,phone,56579,0,1,gold,1
1601,19,445209.36,low,phone,80309,1,0,standard,0
1602,55,19864.28,medium,email,33064,0,1,platinum,1
1603,49,474760.4,high,in_branch,37642,0,0,platinum,1
1604,47,22173.91,low,in_branch,65308,0,1,gold,1
1605,20,441621.92,high,sms,99510,0,0,platinum,0
1606,67,19628.74,low,email,96746,1,0,standard,1
1607,33,403480.23,medium,phone,50655,0,1,platinum,1
1608,51,42055.56,high,sms,57118,0,1,standard,0
1609,79,415918.95,medium,email,35465,0,1,gold,1
1610,60,95867.74,high,in_branch,8415,0,1,standard,1
1611,64,454985.11,high,email,6293,0,0,platinum,1
1612,39,133639.35,high,in_branch,45052,0,1,platinum,1
1613,76,221463.98,high,in_branch,22764,0,1,platinum,1
1614,22,234174.79,high,in_branch,57095,0,1,gold,0
1615,29,34536.94,high,phone,80648,0,0,gold,0
1616,26,24851.87,high,phone,87165,1,1,standard,0
1617,61,243499.21,high,email,99882,1,0,platinum,1
1618,87,118241.08,low,sms,63911,1,1,platinum,1
1619,40,466972.8,low,phone,7220,1,1,platinum,1
1620,46,287368.36,high,in_branch,20729,0,1,standard,0
1621,20,138411.25,high,phone,47512,0,1,platinum,1
1622,30,448918.23,high,in_branch,21289,1,0,platinum,1
1623,78,203003.99,low,email,37802,1,1,gold,1
1624,18,208432.77,high,in_branch,25655,1,0,standard,1
1625,18,122711.78,high,in_branch,76671,0,1,gold,0
1626,87,228847.32,high,in_branch,13725,1,1,standard,1
1627,67,56913.77,medium,phone,24998,0,1,standard,0
1628,61,202391.71,low,in_branch,26136,1,0,gold,1
1629,88,438285.44,high,email,24482,1,0,standard,1
1630,24,117622.89,medium,in_branch,94362,1,0,gold,1
1631,65,195501.69,low,phone,20239,0,1,platinum,1
1632,62,456815.54,low,sms,21575,1,1,platinum,1
1633,52,236133.03,medium,in_branch,42176,0,0,standard,1
1634,37,483968.45,low,sms,64189,1,1,platinum,1
1635,76,123735.71,low,in_branch,29668,0,1,platinum,1
1636,36,395341.75,medium,phone,9880,0,0,platinum,1
1637,75,27331.33,medium,email,93286,1,1,platinum,0
1638,81,410083.84,medium,in_branch,85499,1,1,gold,0
1639,45,117502.31,high,in_branch,98680,0,0,gold,1
1640,50,64906.62,high,email,40037,0,0,gold,1
1641,74,189485.97,low,phone,97128,0,1,gold,0
1642,70,335049.16,medium,email,95229,1,0,standard,1
1643,30,358096.18,low,sms,83916,0,0,gold,0
1644,39,52544.47,medium,phone,24049,0,1,gold,1
1645,30,445146.87,low,phone,5229,0,1,platinum,1
1646,89,276354.43,high,phone,66200,0,1,platinum,0
1647,78,53406.94,low,sms,55662,1,1,platinum,1
1648,59,96237.98,low,in_branch,52877,1,0,standard,1
1649,76,496103.1,low,sms,50377,0,0,gold,1
1650,20,430730.4,medium,phone,43378,1,0,platinum,1
1651,34,285591.09,medium,phone,6619,1,1,gold,1
1652,70,472947.24,medium,email,62992,1,1,platinum,0
1653,44,245921.01,low,email,56197,0,1,gold,1
1654,85,211526.48,high,in_branch,7177,0,1,gold,1
1655,42,173417.84,high,email,25489,1,0,gold,1
1656,48,340992.09,medium,phone,39547,0,1,standard,0
1657,24,5107.4,high,sms,48248,0,0,platinum,1
1658,52,154891.35,low,phone,29943,0,0,gold,1
1659,62,195359.35,low,in_branch,24141,1,0,gold,1
1660,54,458740.78,medium,phone,51077,0,1,standard,1
1661,76,296209.06,low,in_branch,54046,0,0,standard,1
1662,39,394337.27,medium,in_branch,75370,0,1,gold,1
1663,67,452603.41,medium,sms,17663,0,0,platinum,1
1664,77,31978.04,medium,sms,14252,1,0,standard,1
1665,70,494440.56,low,email,79269,0,0,standard,1
1666,39,17479.4,medium,phone,96232,0,0,gold,0
1667,78,388888.62,medium,phone,29222,0,1,gold,1
1668,35,348166.81,high,email,54581,1,0,standard,0
1669,48,218747.3,low,email,47185,0,1,platinum,1
1670,19,437086.24,high,sms,69668,0,1,gold,1
1671,26,410838.61,high,in_branch,85177,1,0,platinum,0
1672,35,375949.12,medium,phone,14217,1,0,gold,1
1673,86,159191.01,medium,email,72888,0,0,gold,0
1674,39,353844.52,medium,sms,67710,0,0,platinum,0
1675,26,332868.77,high,sms,97593,0,0,platinum,0
1676,89,132554.21,medium,in_branch,89960,1,0,gold,1
1677,33,121998.85,high,sms,9630,1,1,standard,1
1678,79,266928.4,high,phone,86743,0,1,standard,0
1679,37,372345.97,high,phone,88389,1,0,platinum,0
1680,86,384535.14,low,email,86467,0,0,standard,0
1681,34,337.05,high,sms,75030,0,1,standard,0
1682,70,289679.92,medium,in_branch,30506,0,0,standard,0
1683,88,379576.97,low,in_branch,49484,1,0,gold,1
1684,59,274641.02,low,email,64159,1,0,gold,1
1685,35,232812.74,medium,phone,14115,1,0,gold,1
1686,28,422958.76,medium,in_branch,52263,1,1,gold,1
1687,32,256204.59,low,phone,35715,1,1,platinum,1
1688,82,337211.73,medium,in_branch,70872,1,0,standard,1
1689,21,467304.69,low,phone,12522,0,1,standard,1
1690,48,387800.0,medium,in_branch,43317,1,1,gold,1
1691,21,408841.46,high,phone,57919,0,0,gold,0
1692,29,338142.41,medium,sms,17329,0,0,platinum,1
1693,68,479297.47,low,phone,98779,0,1,gold,1
1694,32,283238.47,medium,phone,83384,1,0,gold,1
1695,83,276796.45,high,email,72589,1,0,platinum,0
1696,80,320731.34,medium,phone,90787,0,0,gold,0
1697,36,267343.05,medium,email,30991,1,0,standard,1
1698,68,11074.51,low,sms,43960,1,1,standard,1
1699,34,42276.48,high,in_branch,76535,0,0,platinum,0
1700,66,416553.8,high,in_branch,78720,0,1,gold,0
1701,24,479133.26,medium,email,55001,0,1,gold,1
1702,58,102783.02,high,sms,14323,1,0,gold,1
1703,27,170998.62,high,sms,81014,0,1,standard,0
1704,19,488600.61,low,sms,76447,0,1,gold,0
1705,64,487767.88,high,in_branch,54683,1,1,gold,1
1706,52,297155.71,low,email,76822,1,1,standard,1
1707,80,357721.05,low,email,65540,1,0,standard,1
1708,56,470111.72,medium,email,15788,1,1,platinum,1
1709,34,473090.34,low,email,8313,1,1,platinum,1
1710,39,423353.41,medium,email,89332,1,1,gold,0
1711,78,83020.47,medium,in_branch,83383,0,1,gold,1
1712,84,61468.36,high,phone,12560,1,1,standard,1
1713,70,223067.84,high,in_branch,12902,0,0,gold,1
1714,49,380209.26,high,in_branch,80592,0,0,platinum,0
1715,47,339263.18,medium,email,12400,1,0,platinum,1
1716,69,32746.75,high,sms,30222,0,1,standard,1
1717,65,178907.93,medium,phone,52358,0,0,standard,1
1718,60,96500.51,low,email,52630,0,1,platinum,1
1719,58,112880.13,high,phone,86900,0,1,gold,0
1720,78,489357.05,high,phone,99400,0,1,gold,0
1721,70,75567.08,medium,sms,95919,1,1,gold,0
1722,86,56309.93,medium,email,13479,1,0,gold,1
1723,84,499776.26,high,sms,53878,1,1,standard,1
1724,60,156236.29,medium,phone,82903,1,0,gold,1
1725,50,313702.3,low,in_branch,50700,0,0,standard,0
1726,66,365594.43,medium,phone,80638,0,1,platinum,0
1727,45,82488.8,low,sms,78513,0,0,gold,1
1728,38,50062.33,low,phone,32088,0,0,standard,1
1729,66,342919.37,medium,sms,87060,1,1,gold,0
1730,40,318507.81,low,email,21303,0,0,standard,1
1731,21,396438.66,high,in_branch,35442,1,0,standard,1
1732,28,461956.16,high,sms,94022,1,0,gold,0
1733,22,167089.66,medium,in_branch,99944,0,1,gold,1
1734,72,268768.59,low,phone,77364,1,0,gold,1
1735,22,462689.41,medium,sms,7798,0,0,platinum,1
1736,75,410353.26,medium,sms,35478,1,1,platinum,1
1737,63,147096.43,high,sms,5433,0,1,platinum,1
1738,68,413680.5,low,in_branch,83700,1,1,gold,1
1739,85,424352.71,medium,in_branch,37195,1,1,gold,1
1740,71,355642.83,high,sms,15720,0,0,platinum,1
1741,59,374522.61,high,phone,67535,0,1,platinum,0
1742,29,374181.73,low,email,8773,0,0,platinum,1
1743,25,54467.1,medium,phone,30660,0,1,standard,1
1744,81,197751.85,medium,in_branch,45430,1,0,gold,1
1745,71,272386.45,medium,in_branch,82571,0,0,standard,0
1746,47,446885.89,medium,phone,57067,1,1,gold,1
1747,21,48952.39,low,in_branch,11669,1,0,gold,1
1748,58,70269.87,medium,sms,67765,0,0,standard,0
1749,32,275641.34,high,phone,98406,0,0,standard,0
1750,26,496103.38,low,in_branch,64567,0,1,platinum,1
1751,26,207552.42,medium,sms,51641,0,1,standard,1
1752,26,495037.47,low,in_branch,70867,0,1,gold,1
1753,82,32724.74,high,email,30485,1,0,platinum,0
1754,28,327449.42,medium,in_branch,26275,0,0,gold,1
1755,54,398680.66,medium,email,40408,1,0,standard,1
1756,87,233452.9,medium,sms,95471,1,1,platinum,0
1757,72,236866.81,low,sms,48740,0,1,standard,1
1758,20,174550.82,medium,sms,97234,1,1,platinum,1
1759,56,44779.15,low,phone,97762,1,0,gold,0
1760,67,366426.67,medium,phone,70303,1,1,gold,0
1761,66,76874.81,high,in_branch,68518,0,1,standard,0
1762,52,357061.07,low,sms,46364,1,0,standard,1
1763,54,400308.3,low,sms,30964,1,0,gold,1
1764,85,170521.45,low,phone,15083,1,0,gold,1
1765,61,444493.49,low,phone,32020,1,1,platinum,1
1766,20,407919.05,high,sms,30122,1,0,platinum,1
1767,51,307730.69,high,phone,74003,1,1,platinum,0
1768,37,406367.61,medium,in_branch,87320,1,1,platinum,1
1769,37,78699.5,low,sms,43203,0,0,gold,1
1770,37,266214.62,high,email,41376,0,1,platinum,1
1771,40,373588.61,low,sms,12146,0,1,platinum,1
1772,19,215047.46,high,phone,96416,0,0,gold,0
1773,21,261969.87,low,sms,65829,0,0,standard,0
1774,32,248786.46,high,phone,79639,1,1,platinum,0
1775,46,270545.11,high,email,11857,0,0,standard,1
1776,64,66151.16,low,sms,13397,0,0,platinum,1
1777,87,235145.29,low,email,97883,1,0,platinum,0
1778,68,319958.63,medium,sms,33629,0,1,gold,1
1779,18,280899.55,high,sms,71963,1,0,standard,1
1780,39,24282.81,low,phone,79814,0,1,gold,1
1781,40,281413.99,low,in_branch,65240,0,0,gold,1
1782,43,207122.38,low,email,50027,0,0,platinum,1
1783,64,478272.38,high,email,63826,1,0,standard,0
1784,52,203630.12,medium,phone,74339,0,0,platinum,0
1785,85,479382.19,low,phone,47292,1,1,gold,1
1786,30,453350.9,medium,sms,79075,0,1,standard,0
1787,61,286039.77,low,phone,95498,0,1,gold,0
1788,52,262649.97,medium,phone,92625,0,0,platinum,0
1789,56,261363.08,low,in_branch,34084,1,1,standard,1
1790,56,258722.83,medium,sms,86584,0,1,gold,1
1791,68,195597.31,medium,phone,52617,0,0,platinum,1
1792,62,207113.74,low,in_branch,10562,0,1,gold,1
1793,61,422648.35,low,in_branch,49217,0,0,gold,1
1794,46,427543.21,medium,phone,60361,1,0,standard,1
1795,74,150360.08,low,phone,9687,0,1,platinum,1
1796,50,67888.12,high,email,44431,0,1,gold,1
1797,73,338042.52,high,in_branch,36188,1,1,gold,1
1798,36,142671.75,medium,in_branch,55290,0,1,standard,0
1799,25,197567.96,low,email,74407,1,1,platinum,1
1800,85,156964.49,low,email,85395,1,0,platinum,1
1801,18,328104.86,low,in_branch,16470,1,0,gold,1
1802,37,206058.18,medium,in_branch,81950,0,0,gold,0
1803,71,397847.58,medium,email,38154,0,0,gold,1
1804,19,90676.28,low,email,37489,1,1,platinum,1
1805,80,454050.74,low,sms,82454,0,0,standard,0
1806,89,278401.98,low,sms,67633,1,1,standard,0
